Flight Number,Departure,Arrival,Aircraft,Flight Time,Airline
BA95,EGLL,CYUL,B789,06:00,British Airways
BA139,EGLL,VABB,"B772, B77W, B789",09:10,British Airways
BA950,EGLL,EDDM,"A319, A320, A321",01:40,British Airways
BA650,EGLL,LGMK,A320,03:00,British Airways
BA65,EGLL,HKJK,B789,07:50,British Airways
BA534,EGLL,LIRN,"A320, A321",02:40,British Airways
BA223,EGLL,KBNA,B789,09:00,British Airways
BA253,EGLL,MYNN,B772,08:45,British Airways
,MYNN,MWCR,B772,01:35,British Airways
,MYNN,MBPV,B772,01:20,British Airways
BA225,EGLL,KMSY,B772,09:10,British Airways
BA117,EGLL,KJFK,"B772, B77W, B78X",07:25,British Airways
BA189,EGLL,KEWR,"B772, B77W, B78X",06:20,British Airways
BA1334,EGLL,EGNT,"A319, A320, A321",01:15,British Airways
BA346,EGLL,LFMN,"A319, A320, A321",01:35,British Airways
BA874,EGLL,EDDN,"A319, A320",01:45,British Airways
BA608,EGLL,LIEO,"A319, A320, A321",02:00,British Airways
BA766,EGLL,ENGM,"A319, A320",01:35,British Airways
BA610,EGLL,LICJ,"A320, A321",03:00,British Airways
BA496,EGLL,LEPA,"A319, A320, A321",02:25,British Airways
BA897,EGLL,LCPH,A321,03:40,British Airways
BA314,EGLL,LFPG,"A319, A320, A321",00:40,British Airways
BA616,EGLL,LIRZ,A319,02:25,British Airways
BA67,EGLL,KPHL,B789,07:20,British Airways
BA289,EGLL,KPHX,B789,10:20,British Airways
BA604,EGLL,LIRP,"A319, A320, A321",01:45,British Airways
BA171,EGLL,KPIT,B789,08:05,British Airways
BA522,EGLL,LPPD,A320,03:50,British Airways
BA267,EGLL,KPDX,"B789, B78X",09:50,British Airways
BA854,EGLL,LKPR,"A319, A320",02:00,British Airways
BA674,EGLL,LGPZ,A320,03:20,British Airways
BA800,EGLL,BIKF,"A320, A321",03:20,British Airways
BA624,EGLL,LGRP,A320,04:15,British Airways
BA880,EGLL,EVRA,A320,02:05,British Airways
BA532,EGLL,LIPR,"A319, A320",02:00,British Airways
BA249,EGLL,SBGL,"B772, B789",10:45,British Airways
,SBGL,SAEZ,B789,02:55,British Airways
BA263,EGLL,OERK,"B772, B77W, B789",05:55,British Airways
BA550,EGLL,LIRF,"A319, A320, A321",02:10,British Airways
BA682,EGLL,LOWS,"A319, A320",02:10,British Airways
BA265,EGLL,KSAN,"B77W, B788, B789",10:50,British Airways
BA287,EGLL,KSFO,"B77W, A388",10:20,British Airways
BA251,EGLL,SCEL,B789,13:20,British Airways
BA652,EGLL,LGSR,A320,04:00,British Airways
BA247,EGLL,SBGR,B789,11:40,British Airways
BA49,EGLL,KSEA,"B77W, B789, B78X",09:10,British Airways
BA318,EGLL,LEZL,"A320, A321",02:40,British Airways
BA169,EGLL,ZSPD,B789,11:55,British Airways
BA15,EGLL,WSSS,"B789, A388",13:30,British Airways
,WSSS,YSSY,B789,07:45,British Airways
BA892,EGLL,LBSF,A320,02:35,British Airways
BA842,EGLL,LDSP,"A320, A321",02:20,British Airways
BA780,EGLL,ESSA,"A319, A320, A321",02:20,British Airways
BA918,EGLL,EDDS,"A319, A320",01:40,British Airways
BA890,EGLL,UGTB,A320,04:55,British Airways
BA414,EGLL,GCTS,A320,04:00,British Airways
BA772,EGLL,LGTS,A320,03:20,British Airways
BA928,EGLL,LATI,"A320, A321",03:00,British Airways
BA5,EGLL,RJTT,B789,13:25,British Airways
BA93,EGLL,CYYZ,"B772, B789, B78X",07:20,British Airways
BA372,EGLL,LFBO,"A319, A320, A321",01:40,British Airways
BA612,EGLL,ENTC,A320,03:00,British Airways
BA536,EGLL,LIMF,A319,01:35,British Airways
BA408,EGLL,LEVC,"A319, A320",02:20,British Airways
BA85 ,EGLL,CYVR,B772,09:15,British Airways
BA578,EGLL,LIPZ,"A319, A320, A321",01:55,British Airways
BA700,EGLL,LOWW,"A319, A320",02:00,British Airways
BA846,EGLL,EPWA,"A319, A320, A321",02:15,British Airways
BA293,EGLL,KIAD,"B77W, A388",07:45,British Airways
BA848,EGLL,LDZA,"A319, A320",02:10,British Airways
BA658,EGLL,LGZA,A320,04:20,British Airways
BA716,EGLL,LSZH,"A319, A320, A321",01:50,British Airways
BA1305,EGPD,EGLL,"A319, A320, A321",01:15,British Airways
BA72,OMAA,EGLL,B789,07:35,British Airways
BA82,DNAA,EGLL,B772,05:45,British Airways
BA78,DGAA,EGLL,B789,07:10,British Airways
BA313,OJAI,EGLL,"A320, A321",05:00,British Airways
BA431,EHAM,EGLL,"A319, A320, A321",01:05,British Airways
BA633,LGAV,EGLL,"A320, A321",03:10,British Airways
BA226,KATL,EGLL,B772,07:30,British Airways
BA190,KAUS,EGLL,"B772, B789",08:45,British Airways
BA124,OBBI,EGLL,B789,07:00,British Airways
BA228,KBWI,EGLL,"B772, B77W",06:30,British Airways
BA475,LEBL,EGLL,"A319, A320, A321",01:50,British Airways
BA755,LFSB,EGLL,"A319, A320, A321",01:40,British Airways
BA1417,EGAC,EGLL,"A319, A320",00:55,British Airways
BA118,VOBL,EGLL,B789,10:35,British Airways
BA999,EDDB,EGLL,"A319, A320, A321",01:35,British Airways
BA158,TXKF,EGLL,B772,06:40,British Airways
BA807,EKBI,EGLL,"A319, A320",01:10,British Airways
BA671,LTFE,EGLL,A321,04:15,British Airways
BA541,LIPE,EGLL,"A319, A320, A321",01:50,British Airways
BA212,KBOS,EGLL,"B772, B789, B78X, A388",06:35,British Airways
BA254,TBPB,EGLL,B78X,07:45,British Airways
BA615,LIBR,EGLL,"A319, A320",02:50,British Airways
BA393,EBBR,EGLL,"A319, A320, A321",00:55,British Airways
BA887,LROP,EGLL,A320,03:00,British Airways
BA871,LHBP,EGLL,"A319, A320",02:25,British Airways
BA401,HECA,EGLL,A321,05:00,British Airways
BA58,FACT,EGLL,B789,11:40,British Airways
BA667,LGSA,EGLL,A320,03:30,British Airways
BA36,VOMM,EGLL,B789,09:50,British Airways
BA294,KORD,EGLL,"B772, B77W, B78X",07:15,British Airways
BA120,KCVG,EGLL,B789,07:45,British Airways
BA997,EDDK,EGLL,"A319, A320",00:55,British Airways
BA817,EKCH,EGLL,"A319, A320, A321",01:45,British Airways
BA649,LGKR,EGLL,"A320, A321",03:20,British Airways
BA679,LTBS,EGLL,A320,04:15,British Airways
BA192,KDFW,EGLL,"B77W, A388",09:10,British Airways
BA142,VIDP,EGLL,B789,08:50,British Airways
BA218,KDEN,EGLL,B789,08:35,British Airways
BA122,OTHH,EGLL,"B772, B77W",07:30,British Airways
BA108,OMDB,EGLL,"B772, B77W, B789, B78X",07:20,British Airways
BA827,EIDW,EGLL,"A319, A320, A321",01:00,British Airways
BA845,LDDU,EGLL,"A320, A321",02:50,British Airways
BA941,EDDL,EGLL,"A319, A320, A321",01:00,British Airways
BA1441,EGPH,EGLL,"A319, A320, A321",01:15,British Airways
BA511,LPFR,EGLL,A320,03:00,British Airways
BA339,LFKF,EGLL,"A319, A320",02:30,British Airways
BA525,LIRQ,EGLL,A319,01:50,British Airways
BA905,EDDF,EGLL,"A319, A320, A321",01:15,British Airways
BA733,LSGG,EGLL,"A319, A320, A321",01:20,British Airways
BA493,LXGB,EGLL,A320,02:40,British Airways
BA1499,EGPF,EGLL,"A319, A320, A321",01:20,British Airways
BA803,ESGG,EGLL,"A319, A320",02:00,British Airways
BA387,LFLS,EGLL,A320,01:50,British Airways
BA967,EDDH,EGLL,"A319, A320, A321",01:40,British Airways
BA979,EDDV,EGLL,"A320, A321",01:30,British Airways
BA745,LGIR,EGLL,A320,04:05,British Airways
BA32,VHHH,EGLL,B789,14:05,British Airways
BA194,KIAH,EGLL,"B77W, B78X",08:35,British Airways
BA276,VOHS,EGLL,B772,09:00,British Airways
BA453,LEIB,EGLL,"A320, A321",01:30,British Airways
BA685,LOWI,EGLL,A320,02:00,British Airways
BA1471,EGPE,EGLL,"A319, A320",01:20,British Airways
BA689,LTFM,EGLL,"A320, A321",03:25,British Airways
BA603,LTFJ,EGLL,"A320, A321",03:30,British Airways
BA695,LTBJ,EGLL,"A320, A321",03:15,British Airways
BA132,OEJN,EGLL,"B789, B78X",05:40,British Airways
BA1341,EGJJ,EGLL,"A319, A320",01:05,British Airways
BA54,FAOR,EGLL,"B77W, A388",10:45,British Airways
BA645,LGKL,EGLL,A320,03:40,British Airways
BA647,LGKF,EGLL,A320,03:30,British Airways
BA873,EPKK,EGLL,"A319, A320",02:10,British Airways
BA34,WMKK,EGLL,B789,13:05,British Airways
BA74,DNMM,EGLL,B78X,06:00,British Airways
BA663,LCLK,EGLL,"A320, A321",04:30,British Airways
BA274,KLAS,EGLL,B789,09:55,British Airways
BA501,LPPT,EGLL,"A319, A320, A321",02:30,British Airways
BA691,LJLJ,EGLL,"A319, A320",02:00,British Airways
BA268,KLAX,EGLL,"B772, B77W, A388",09:40,British Airways
BA417,ELLX,EGLL,"A319, A320",01:00,British Airways
BA361,LFLL,EGLL,"A319, A320, A321",01:45,British Airways
BA461,LEMD,EGLL,"A319, A320, A321",02:00,British Airways
BA455,LEMG,EGLL,"A320, A321",02:30,British Airways
BA60,VRMM,EGLL,B789,11:25,British Airways
BA1399,EGCC,EGLL,"A319, A320, A321",00:35,British Airways
BA669,GMMX,EGLL,"A320, A321",03:30,British Airways
BA371,LFML,EGLL,"A319, A320",01:40,British Airways
BA495,LEMH,EGLL,A319,02:25,British Airways
BA242,MMMX,EGLL,B789,09:45,British Airways
BA206,KMIA,EGLL,A388,08:00,British Airways
BA569,LIML,EGLL,"A319, A320, A321",01:40,British Airways
BA573,LIMC,EGLL,"A319, A320, A321",01:30,British Airways
BA94,CYUL,EGLL,B789,06:00,British Airways
BA138,VABB,EGLL,"B772, B77W, B789",09:30,British Airways
BA951,EDDM,EGLL,"A319, A320, A321",01:40,British Airways
BA651,LGMK,EGLL,A320,03:00,British Airways
BA64,HKJK,EGLL,B789,07:50,British Airways
BA535,LIRN,EGLL,"A320, A321",02:40,British Airways
BA222,KBNA,EGLL,B789,09:00,British Airways
BA252,MYNN,EGLL,B772,08:25,British Airways
,MWCR,MYNN,B772,01:35,British Airways
,MBPV,MYNN,B772,01:20,British Airways
BA224,KMSY,EGLL,B772,09:10,British Airways
BA116,KJFK,EGLL,"B772, B77W, B78X",06:20,British Airways
BA188,KEWR,EGLL,"B772, B77W, B78X",06:40,British Airways
BA1335,EGNT,EGLL,"A319, A320, A321",01:15,British Airways
BA347,LFMN,EGLL,"A319, A320, A321",01:35,British Airways
BA875,EDDN,EGLL,"A319, A320",01:45,British Airways
BA609,LIEO,EGLL,"A319, A320, A321",02:00,British Airways
BA767,ENGM,EGLL,"A319, A320",01:35,British Airways
BA611,LICJ,EGLL,"A320, A321",03:00,British Airways
BA497,LEPA,EGLL,"A319, A320, A321",02:25,British Airways
BA898,LCPH,EGLL,A321,03:40,British Airways
BA315,LFPG,EGLL,"A319, A320, A321",00:40,British Airways
BA617,LIRZ,EGLL,A319,02:25,British Airways
BA66,KPHL,EGLL,B789,06:40,British Airways
BA288,KPHX,EGLL,B789,09:30,British Airways
BA605,LIRP,EGLL,"A319, A320, A321",01:45,British Airways
BA170,KPIT,EGLL,B789,07:20,British Airways
BA523,LPPD,EGLL,A320,03:50,British Airways
BA266,KPDX,EGLL,"B789, B78X",09:25,British Airways
BA855,LKPR,EGLL,"A319, A320",02:00,British Airways
BA675,LGPZ,EGLL,A320,03:20,British Airways
BA801,BIKF,EGLL,"A320, A321",03:20,British Airways
BA625,LGRP,EGLL,A320,04:15,British Airways
BA881,EVRA,EGLL,A320,02:05,British Airways
BA533,LIPR,EGLL,"A319, A320",02:05,British Airways
BA248,SBGL,EGLL,"B772, B789",10:45,British Airways
,SAEZ,SBGL,B789,02:55,British Airways
BA262,OERK,EGLL,"B772, B77W, B789",05:55,British Airways
BA551,LIRF,EGLL,"A319, A320, A321",02:10,British Airways
BA683,LOWS,EGLL,"A319, A320",02:10,British Airways
BA264,KSAN,EGLL,"B77W, B788, B789",09:50,British Airways
BA286,KSFO,EGLL,"B77W, A388",09:40,British Airways
BA250,SCEL,EGLL,B789,13:20,British Airways
BA653,LGSR,EGLL,A320,04:00,British Airways
BA246,SBGR,EGLL,B789,11:05,British Airways
BA48,KSEA,EGLL,"B77W, B789, B78X",08:35,British Airways
BA319,LEZL,EGLL,"A320, A321",02:40,British Airways
BA168,ZSPD,EGLL,B789,13:05,British Airways
BA16,WSSS,EGLL,"B789, A388",13:55,British Airways
,YSSY,WSSS,B789,08:20,British Airways
BA893,LBSF,EGLL,A320,02:35,British Airways
BA843,LDSP,EGLL,"A320, A321",02:20,British Airways
BA781,ESSA,EGLL,"A319, A320, A321",02:20,British Airways
BA919,EDDS,EGLL,"A319, A320",01:40,British Airways
BA891,UGTB,EGLL,A320,05:35,British Airways
BA403,LLBG,EGLL,A321,04:40,British Airways
BA415,GCTS,EGLL,A320,04:00,British Airways
BA773,LGTS,EGLL,A320,03:20,British Airways
BA929,LATI,EGLL,"A320, A321",03:00,British Airways
BA6,RJTT,EGLL,B789,14:00,British Airways
BA92,CYYZ,EGLL,"B772, B789, B78X",06:10,British Airways
BA373,LFBO,EGLL,"A319, A320, A321",01:40,British Airways
BA613,ENTC,EGLL,A320,03:00,British Airways
BA537,LIMF,EGLL,A319,01:35,British Airways
BA409,LEVC,EGLL,"A319, A320",02:20,British Airways
BA84,CYVR,EGLL,B772,08:45,British Airways
BA579,LIPZ,EGLL,"A319, A320, A321",01:55,British Airways
BA701,LOWW,EGLL,"A319, A320",02:00,British Airways
BA847,EPWA,EGLL,"A319, A320, A321",02:15,British Airways
BA292,KIAD,EGLL,"B77W, A388",06:35,British Airways
BA849,LDZA,EGLL,"A319, A320",02:10,British Airways
BA659,LGZA,EGLL,A320,04:20,British Airways
BA717,LSZH,EGLL,"A319, A320, A321",01:50,British Airways
FJ931,NFFN,YPAD,"B737, B38M",05:45,Fiji Airways
FJ253,NFFN,NSFA,"B737, B38M",01:45,Fiji Airways
FJ411,NFFN,NZAA,"B737, B38M, A333",02:45,Fiji Airways
FJ921,NFFN,YBBN,"B737, B38M",03:30,Fiji Airways
FJ971,NFFN,YBCS,B38M,04:40,Fiji Airways
FJ951,NFFN,YSCB,"B737, B38M",04:50,Fiji Airways
FJ1453,NFFN,NZCH,"B737, B38M",03:30,Fiji Airways
FJ890,NFFN,KDFW,A359,11:45,Fiji Airways
FJ289,NFFN,NGFU,DH8D,01:45,Fiji Airways
FJ391,NFFN,VHHH,"A359, A333",10:10,Fiji Airways
FJ269,NFFN,AGGH,"B737, B38M",03:30,Fiji Airways
FJ820,NFFN,PHNL,"A359, A333",06:00,Fiji Airways
FJ141,NFFN,NFKD,DH8D,00:40,Fiji Airways
FJ822,NFFN,PLCH,"B737, B38M",04:35,Fiji Airways
FJ822,PLCH,PHNL,"B737, B38M",02:55,Fiji Airways
FJ80,NFFN,NFNL,"C208, DH8D",00:45,Fiji Airways
FJ810,NFFN,KLAX,"A359, A333",10:00,Fiji Airways
FJ153,NFFN,NFNM,"C208, DH8D",01:15,Fiji Airways
FJ931,NFFN,YMML,"B737, B38M",05:00,Fiji Airways
FJ263,NFFN,NVVV,DH8D,02:00,Fiji Airways
FJ181,NFFN,NFNR,DH8D,01:15,Fiji Airways
FJ870,NFFN,KSFO,"A359, A333",10:30,Fiji Airways
FJ103,NFFN,NFNS,DH8D,00:50,Fiji Airways
Fj361,NFFN,WSSS,"A359, A333",10:00,Fiji Airways
FJ3,NFFN,NFNA,"C208, DH8D",00:23,Fiji Airways
FJ911,NFFN,YSSY,"A359, A333",04:15,Fiji Airways
FJ231,NFFN,NGTA,"B737, B38M",02:50,Fiji Airways
FJ351,NFFN,RJAA,"A359, A333",08:45,Fiji Airways
FJ211,NFFN,NFTF,"B737, B38M",01:15,Fiji Airways
FJ880,NFFN,CYVR,A333,10:35,Fiji Airways
FJ275,NFFN,NFTV,DH8D,02:00,Fiji Airways
FJ960,YPAD,NFFN,"B737, B38M",05:45,Fiji Airways
FJ252,NSFA,NFFN,"B737, B38M",01:45,Fiji Airways
FJ410,NZAA,NFFN,"B737, B38M, A333",02:45,Fiji Airways
FJ920,YBBN,NFFN,"B737, B38M",03:30,Fiji Airways
FJ970,YBCS,NFFN,B38M,04:05,Fiji Airways
FJ950,YSCB,NFFN,"B737, B38M",04:50,Fiji Airways
FJ450,NZCH,NFFN,"B737, B38M",03:30,Fiji Airways
FJ891,KDFW,NFFN,A359,13:50,Fiji Airways
FJ288,NGFU,NFFN,DH8D,01:45,Fiji Airways
FJ392,VHHH,NFFN,"A359, A333",10:10,Fiji Airways
FJ268,AGGH,NFFN,"B737, B38M",03:30,Fiji Airways
FJ821,PHNL,NFFN,"A359, A333",06:00,Fiji Airways
FJ142,NFKD,NFFN,DH8D,00:40,Fiji Airways
FJ823,PLCH,NFFN,"B737, B38M",04:35,Fiji Airways
,PHNL,NFFN,"B737, B38M",02:55,Fiji Airways
FJ80,NFNL,NFFN,"C208, DH8D",00:45,Fiji Airways
FJ811,KLAX,NFFN,"A359, A333",10:00,Fiji Airways
FJ120,NFNM,NFFN,"C208, DH8D",01:15,Fiji Airways
FJ930,YMML,NFFN,"B737, B38M",05:00,Fiji Airways
FJ262,NVVV,NFFN,DH8D,02:00,Fiji Airways
FJ180,NFNR,NFFN,DH8D,01:15,Fiji Airways
FJ871,KSFO,NFFN,"A359, A333",10:30,Fiji Airways
FJ104,NFNS,NFFN,DH8D,00:50,Fiji Airways
FJ360,WSSS,NFFN,"A359, A333",10:00,Fiji Airways
FJ4,NFNA,NFFN,"C208, DH8D",00:23,Fiji Airways
FJ910,YSSY,NFFN,"A359, A333",04:15,Fiji Airways
FJ230,NGTA,NFFN,"B737, B38M",02:50,Fiji Airways
FJ350,RJAA,NFFN,"A359, A333",08:45,Fiji Airways
FJ210,NFTF,NFFN,"B737, B38M",01:15,Fiji Airways
FJ881,CYVR,NFFN,A333,12:15,Fiji Airways
FJ274,NFTV,NFFN,DH8D,02:00,Fiji Airways
FJ2278,NFTF,NFTV,B737,00:55,Fiji Airways
FJ2279,NFTV,NFTF,B737,00:55,Fiji Airways
FJ171,NFNA,NFCI,"C208, DH8D",00:50,Fiji Airways
FJ281,NFNA,NGFU,"C208, DH8D",02:05,Fiji Airways
FJ145,NFNA,NFKD,"C208, DH8D",01:00,Fiji Airways
FJ177,NFNA,NFNO,"C208, DH8D",00:30,Fiji Airways
FJ30,NFNA,NFNL,"C208, DH8D",00:30,Fiji Airways
FJ139,NFNA,NFNK,"C208, DH8D",01:05,Fiji Airways
FJ125,NFNA,NFNM,"C208, DH8D",00:45,Fiji Airways
FJ185,NFNA,NFNR,"C208, DH8D",01:10,Fiji Airways
FJ111,NFNA,NFNS,"C208, DH8D",00:35,Fiji Airways
FJ137,NFNA,NFVB,"C208, DH8D",00:45,Fiji Airways
FJ170,NFCI,NFNA,"C208, DH8D",00:50,Fiji Airways
FJ280,NGFU,NFNA,"C208, DH8D",02:05,Fiji Airways
FJ146,NFKD,NFNA,"C208, DH8D",01:00,Fiji Airways
FJ176,NFNO,NFNA,"C208, DH8D",00:30,Fiji Airways
FJ31,NFNL,NFNA,"C208, DH8D",00:30,Fiji Airways
FJ140,NFNK,NFNA,"C208, DH8D",01:05,Fiji Airways
FJ124,NFNM,NFNA,"C208, DH8D",00:45,Fiji Airways
FJ184,NFNR,NFNA,"C208, DH8D",01:10,Fiji Airways
FJ112,NFNS,NFNA,"C208, DH8D",00:35,Fiji Airways
FJ138,NFVB,NFNA,"C208, DH8D",00:45,Fiji Airways
AY1,EFHK,KLAX,"A333, A359",11:20,Finnair
AY10,KORD,EFHK,"A333, A359",08:50,Finnair
AY100,VHHH,EFHK,"A333, A359",09:45,Finnair
AY1011,EFHK,EETN,"DH8D, E190",00:30,Finnair
AY1012,EETN,EFHK,"DH8D, E190",00:30,Finnair
AY1045,EFHK,EETU,DH8D,01:00,Finnair
AY1046,EETU,EFHK,DH8D,01:00,Finnair
AY105,EFHK,ZSNJ,"A333, A359",08:50,Finnair
AY106,ZSNJ,EFHK,"A333, A359",09:00,Finnair
AY1071,EFHK,EVRA,"DH8D, E190, A321, A319 , A320",01:10,Finnair
AY1072,EVRA,EFHK,"DH8D, E190, A321, A319 , A320",01:10,Finnair
AY11,EFHK,KSFO,"A333, A359",10:50,Finnair
AY1101,EFHK,EYVI,"DH8D, E190",01:20,Finnair
AY1102,EYVI,EFHK,"DH8D, E190",01:20,Finnair
AY1141,EFHK,EPWA,"E190, A321, A319 , A320",01:50,Finnair
AY1142,EPWA,EFHK,"E190, A321, A319 , A320",01:50,Finnair
AY1161,EFHK,EPKK,"E190, A321, A319 , A320",01:50,Finnair
AY1162,EPKK,EFHK,"E190, A321, A319 , A320",01:50,Finnair
AY1173,EFHK,EPGD,"DH8D, E190",01:30,Finnair
AY1174,EPGD,EFHK,"DH8D, E190",01:30,Finnair
AY1181,EFHK,EPWR,E190,01:50,Finnair
AY1184,EPWR,EFHK,E190,01:50,Finnair
AY12,KSFO,EFHK,"A333, A359",10:50,Finnair
AY1201,EFHK,LJLJ,"E190, A321, A319 , A320, DH8D",02:30,Finnair
AY1202,LJLJ,EFHK,"E190, A321, A319 , A320, DH8D",02:30,Finnair
AY121,EFHK,VIDP,"A333, A359",06:40,Finnair
AY122,VIDP,EFHK,"A333, A359",06:40,Finnair
AY1221,EFHK,EPRZ,"A321, A319 , A320, E190",02:10,Finnair
AY1222,EPRZ,EFHK,"A321, A319 , A320, E190",02:10,Finnair
AY125,EFHK,VABB,"A333, A359",08:40,Finnair
AY1251,EFHK,LHBP,"E190, A321, A319 , A320",02:10,Finnair
AY1252,LHBP,EFHK,"E190, A321, A319 , A320",02:10,Finnair
AY126,VABB,EFHK,"A333, A359",08:50,Finnair
AY1301,EFHK,EHAM,"E190, A321, A319 , A320, A333",02:20,Finnair
AY1302,EHAM,EFHK,"E190, A321, A319 , A320, A333",02:20,Finnair
AY1331,EFHK,EGLL,"E190, A321, A319 , A320, A333, A359",02:40,Finnair
AY1332,EGLL,EFHK,"E190, A321, A319 , A320, A333, A359",02:40,Finnair
AY1361,EFHK,EGCC,"E190, A321, A319 , A320",02:30,Finnair
AY1362,EGCC,EFHK,"E190, A321, A319 , A320",02:30,Finnair
AY1371,EFHK,EGPH,"E190, A321, A319 , A320",02:30,Finnair
AY1372,EGPH,EFHK,"E190, A321, A319 , A320",02:30,Finnair
AY1381,EFHK,EIDW,"E190, A321, A319 , A320",02:50,Finnair
AY1382,EIDW,EFHK,"E190, A321, A319 , A320",02:50,Finnair
AY1391,EFHK,EDDL,"E190, A321, A319 , A320",02:15,Finnair
AY1392,EDDL,EFHK,"E190, A321, A319 , A320",02:15,Finnair
AY1401,EFHK,EDDM,"E190, A321, A319 , A320",02:20,Finnair
AY1402,EDDM,EFHK,"E190, A321, A319 , A320",02:20,Finnair
AY141,EFHK,VTBS,"A333, A359",11:10,Finnair
AY1411,EFHK,EDDF,"E190, A321, A319 , A320, A359",02:15,Finnair
AY1412,EDDF,EFHK,"E190, A321, A319 , A320, A359",02:15,Finnair
AY142,VTBS,EFHK,"A333, A359",11:10,Finnair
AY1423,EFHK,EDDH,"E190, A321, A319 , A320",01:45,Finnair
AY1424,EDDH,EFHK,"E190, A321, A319 , A320",01:45,Finnair
AY1431,EFHK,EDDB,"E190, A321, A319 , A320",01:45,Finnair
AY1432,EDDB,EFHK,"E190, A321, A319 , A320",01:45,Finnair
AY145,ESSA,VTBS,"A333, A359",11:00,Finnair
AY1453,EFHK,EDDS,"E190, A321, A319 , A320",02:20,Finnair
AY1454,EDDS,EFHK,"E190, A321, A319 , A320",02:20,Finnair
AY1459,EFHK,EDDV,"E190, A321, A319 , A320",01:55,Finnair
AY146,VTBS,ESSA,"A333, A359",11:00,Finnair
AY1460,EDDV,EFHK,"E190, A321, A319 , A320",01:55,Finnair
AY1471,EFHK,LOWW,"E190, A321, A319 , A320",02:10,Finnair
AY1472,LOWW,EFHK,"E190, A321, A319 , A320",02:10,Finnair
AY1491,EFHK,LOWI,"E190, A319 , A320",02:25,Finnair
AY1492,LOWI,EFHK,"E190, A319 , A320",02:25,Finnair
AY151,EFHK,VTSP,"A333, A359",10:20,Finnair
AY1511,EFHK,LSZH,"E190, A321, A319 , A320",02:40,Finnair
AY1512,LSZH,EFHK,"E190, A321, A319 , A320",02:40,Finnair
AY152,VTSP,EFHK,"A333, A359",10:20,Finnair
AY153,ESSA,VTSP,"A333, A359",11:20,Finnair
AY1531,EFHK,LSGG,"E190, A321, A319 , A320",02:45,Finnair
AY1532,LSGG,EFHK,"E190, A321, A319 , A320",02:45,Finnair
AY154,VTSP,ESSA,"A333, A359",11:20,Finnair
AY1541,EFHK,EBBR,"E190, A321, A319 , A320, A359",02:20,Finnair
AY1542,EBBR,EFHK,"E190, A321, A319 , A320, A359",02:20,Finnair
AY155,EFHK,VTSG,"A333, A359",10:20,Finnair
AY156,VTSG,EFHK,"A333, A359",10:20,Finnair
AY1571,EFHK,LFPG,"E190, A321, A319 , A320, A333, A359",02:40,Finnair
AY1572,LFPG,EFHK,"E190, A321, A319 , A320, A333, A359",02:40,Finnair
AY1595,EFHK,LFBD,"E190, A321, A319 , A320",03:20,Finnair
AY1596,LFBD,EFHK,"E190, A321, A319 , A320",03:20,Finnair
AY1603,EFHK,LFMN,"E190, A321, A319 , A320",03:10,Finnair
AY1604,LFMN,EFHK,"E190, A321, A319 , A320",03:10,Finnair
AY161,EFHK,VVTS,"A333, A359",10:30,Finnair
AY162,VVTS,EFHK,"A333, A359",10:30,Finnair
AY1653,EFHK,LEBL,"A321, A319 , A320, A321",03:30,Finnair
AY1654,LEBL,EFHK,"A321, A319 , A320, A321",03:30,Finnair
"AY1661
",EFHK,LEMD,"A321, A319 , A320, A321",04:30,Finnair
"AY1662
",LEMD,EFHK,"A321, A319 , A320, A321",04:30,Finnair
AY1671,EFHK,LEMG,"A321, A319 , A320",04:20,Finnair
AY1672,LEMG,EFHK,"A321, A319 , A320",04:20,Finnair
AY1687,EFHK,LPPR,"A321, A319 , A320",04:10,Finnair
AY1688,LPPR,EFHK,"A321, A319 , A320",04:10,Finnair
AY1691,EFHK,GCTS,"A321, A319 , A320",06:10,Finnair
AY1692,GCTS,EFHK,"A321, A319 , A320",06:10,Finnair
AY17,ESSA,KMIA,"A333, A359",09:50,Finnair
AY1707,EFHK,LPFR,A321,04:35,Finnair
AY1707,LPFR,GCRR,A321,01:35,Finnair
AY1708,LPFR,EFHK,A321,04:35,Finnair
AY1708,GCRR,LPFR,A321,01:35,Finnair
AY1711,EFHK,LEPA,"A321, A319 , A320",03:45,Finnair
AY1712,LEPA,EFHK,"A321, A319 , A320",03:45,Finnair
"AY1721
",EFHK,GCLP,"A321, A319 , A320",06:30,Finnair
"AY1722
",GCLP,EFHK,"A321, A319 , A320",06:30,Finnair
"AY1725
",EFHK,LEAL,"A321, A319 , A320",04:45,Finnair
"AY1726
",LEAL,EFHK,"A321, A319 , A320",04:45,Finnair
AY1727,EFHK,LEMH,"E190, A321, A319 , A320",03:35,Finnair
AY1728,LEMH,EFHK,"E190, A321, A319 , A320",03:35,Finnair
AY1729,EFHK,LEIB,"E190, A321, A319 , A320",03:50,Finnair
AY1730,LEIB,EFHK,"E190, A321, A319 , A320",03:50,Finnair
AY1731,EFHK,LPMA,"A321, A319 , A320",05:40,Finnair
AY1732,LPMA,EFHK,"A321, A319 , A320",05:40,Finnair
AY1739,EFHK,LPPT,"E190, A321, A319 , A320",04:30,Finnair
AY1740,LPPT,EFHK,"E190, A321, A319 , A320",04:30,Finnair
AY1741,EFHK,LMML,"E190, A321, A319 , A320",03:45,Finnair
AY1742,LMML,EFHK,"E190, A321, A319 , A320",03:45,Finnair
