Flight Number,Departure,Arrival,Aircraft,Flight Time,Airline
AY1751,EFHK,LIMC,"E190, A321, A319 , A320",02:35,Finnair
AY1752,LIMC,EFHK,"E190, A321, A319 , A320",02:35,Finnair
AY1761,EFHK,LIRF,"E190, A321, A319 , A320",03:10,Finnair
AY1762,LIRF,EFHK,"E190, A321, A319 , A320",03:10,Finnair
"AY1771
",EFHK,LIPE,"E190, A321, A319 , A320",03:00,Finnair
AY1772,LIPE,EFHK,"E190, A321, A319 , A320",03:00,Finnair
AY1775,EFHK,LIML,"A319 , A320, A321, E190",02:45,Finnair
AY1776,LIML,EFHK,"A319 , A320, A321, E190",02:40,Finnair
AY1781,EFHK,LIPZ,"E190, A321, A319 , A320",02:35,Finnair
AY1782,LIPZ,EFHK,"E190, A321, A319 , A320",02:35,Finnair
AY1791,EFHK,LIRN,"E190, A321, A319 , A320",03:10,Finnair
AY1792,LIRN,EFHK,"E190, A321, A319 , A320",03:10,Finnair
AY18,KMIA,ESSA,"A333, A359",09:50,Finnair
AY1801,EFHK,LIPX,"E190, A321, A319 , A320",02:40,Finnair
AY1802,LIPX,EFHK,"E190, A321, A319 , A320",02:40,Finnair
AY1831,EFHK,LDDU,"A321, A319 , A320",02:50,Finnair
AY1832,LDDU,EFHK,"A321, A319 , A320",02:50,Finnair
AY1841,EFHK,LDSP,"A321, A319 , A320",02:45,Finnair
AY1842,LDSP,EFHK,"A321, A319 , A320",02:45,Finnair
AY1845,EFHK,LDZA,"A321, A319 , A320",02:30,Finnair
AY1846,LDZA,EFHK,"A321, A319 , A320",02:30,Finnair
AY1847,EFHK,LGMK,"A321, A319 , A320",03:20,Finnair
AY1848,LGMK,EFHK,"A321, A319 , A320",03:20,Finnair
AY1849,EFHK,LGSM,"A321, A319 , A320, B738",03:30,Finnair
AY1850,LGSM,EFHK,"A321, A319 , A320, B738",03:30,Finnair
AY1851,EFHK,LGAV,"E190, A321, A319 , A320",03:30,Finnair
AY1852,LGAV,EFHK,"E190, A321, A319 , A320",03:30,Finnair
AY1853,EFHK,LGSA,"E190, A321, A319 , A320",03:40,Finnair
AY1854,LGSA,EFHK,"E190, A321, A319 , A320",03:40,Finnair
AY1861,EFHK,LGRP,"A321, A319 , A320, B738",03:35,Finnair
AY1862,LGRP,EFHK,"A321, A319 , A320, B738",03:35,Finnair
AY1871,EFHK,LGIR,A321,03:45,Finnair
AY1872,LGIR,EFHK,A321,03:45,Finnair
AY1885,EFHK,LGKL,"A321, A319 , A320",03:40,Finnair
AY1886,LGKL,EFHK,"A321, A319 , A320",03:40,Finnair
AY1891,EFHK,LGSK,"A321, A319 , A320",03:15,Finnair
AY1892,LGSK,EFHK,"A321, A319 , A320",03:15,Finnair
AY19,EFHK,KDFW,"A333, A359",10:30,Finnair
AY1927,EFHK,LCLK,"A321, A319 , A320, B738",03:50,Finnair
AY1928,LCLK,EFHK,"A321, A319 , A320, B738",03:50,Finnair
AY1933,EFHK,LTFG,"A321, A319 , A320",03:40,Finnair
AY1934,LTFG,EFHK,"A321, A319 , A320",03:40,Finnair
AY1943,EFHK,LTAI,"A321, A319 , A320",03:30,Finnair
AY1944,LTAI,EFHK,"A321, A319 , A320",03:30,Finnair
AY1963,EFHK,OMDB,"A333, A359",07:10,Finnair
AY1964,OMDB,EFHK,"A333, A359",07:25,Finnair
AY1977,EFHK,LLER,"A321, A319 , A320",04:30,Finnair
AY1978,LLER,EFHK,"A321, A319 , A320",04:30,Finnair
AY1979,EFHK,LLBG,"A321, A319 , A320",04:15,Finnair
AY1980,LLBG,EFHK,"A321, A319 , A320",04:15,Finnair
AY1981,EFHK,OTHH,"A359, A333",06:45,Finnair
AY1982,OTHH,EFHK,"A359, A333",06:45,Finnair
AY1983,ESSA,OTHH,"A359, A333",06:40,Finnair
AY1984,OTHH,ESSA,"A359, A333",06:40,Finnair
AY1985,EKCH,OTHH,"A333, A359",06:15,Finnair
AY1985B,EFHK,MMUN,"A333, A359",11:30,Finnair
AY1986,OTHH,EKCH,"A333, A359",06:40,Finnair
"AY1986B
",MMUN,EFHK,"A333, A359",11:30,Finnair
AY2,KLAX,EFHK,"A333, A359",11:10,Finnair
AY20,KDFW,EFHK,"A333, A359",10:25,Finnair
AY2051,EFHK,LTBS,"A321, A319 , A320",03:30,Finnair
AY2052,LTBS,EFHK,"A321, A319 , A320",03:30,Finnair
AY2053,EFHK,LGZA,"A321, A319 , A320, B738",03:25,Finnair
AY2054,LGZA,EFHK,"A321, A319 , A320, B738",03:25,Finnair
AY2055,EFHK,LBBG,"A321, A319 , A320, B738",04:20,Finnair
AY2056,LBBG,EFHK,"A321, A319 , A320, B738",04:20,Finnair
AY2057,EFHK,LGKO,"A321, A319 , A320, B738",03:30,Finnair
AY2058,LGKO,EFHK,"A321, A319 , A320, B738",03:30,Finnair
AY2059,EFHK,GCFV,A321,06:15,Finnair
AY2060,GCFV,EFHK,A321,06:15,Finnair
AY2065,EFHK,LCPH,"A321, A319 , A320",07:10,Finnair
AY2066,LCPH,EFHK,"A321, A319 , A320",03:50,Finnair
AY2081,EFHK,LGKR,"A321, A319 , A320",03:10,Finnair
AY2082,LGRK,EFHK,"A321, A319 , A320",03:10,Finnair
AY2087,EFHK,LGKV,"A321, A319 , A320",03:10,Finnair
AY2088,LGKV,EFHK,"A321, A319 , A320",03:10,Finnair
AY2093,EFHK,LIPR,"E190, A321, A319 , A320",02:45,Finnair
AY2094,LIPR,EFHK,"E190, A321, A319 , A320",02:45,Finnair
AY2095,EFHK,LGPZ,"A321, A319 , A320",03:15,Finnair
AY2096,LGPZ,EFHK,"A321, A319 , A320",03:15,Finnair
AY2105,EFHK,LICA,"A321, A319 , A320, E190",03:30,Finnair
AY2106,LICA,EFHK,"A321, A319 , A320, E190",03:30,Finnair
AY2107,EFHK,LGKP,"A321, A319 , A320",04:00,Finnair
AY2108,LGKP,EFHK,"A321, A319 , A320",04:00,Finnair
AY211,EFHK,EFMA,DH8D,00:45,Finnair
AY212,EFMA,EFHK,DH8D,00:45,Finnair
AY2132,EFHK,HEGN,"A321, A319 , A320",04:50,Finnair
AY2133,HEGN,EFHK,"A321, A319 , A320",04:50,Finnair
"AY2134
",EFHK,GCRR,"A321, A319 , A320",06:15,Finnair
AY2135,GCRR,EFHK,"A321, A319 , A320",06:15,Finnair
AY263,EFHK,EFTP,DH8D,00:35,Finnair
AY264,EFTP,EFHK,DH8D,00:35,Finnair
AY29,ESSA,KJFK,"A333, A359",07:50,Finnair
AY3,ESSA,KLAX,"A333, A359",10:30,Finnair
AY30,KJFK,ESSA,"A333, A359",07:30,Finnair
AY313,EFHK,EFVA,DH8D,00:55,Finnair
AY314,EFVA,EFHK,DH8D,00:55,Finnair
AY33,EFHK,KSEA,"A333, A359",09:40,Finnair
AY3335,EFHK,HESH,"A321, A319 , A320",04:45,Finnair
AY3336,HESH,EFHK,"A321, A319 , A320",04:45,Finnair
AY34,KSEA,EFHK,"A333, A359",09:30,Finnair
AY341,EFHK,EFJO,DH8D,00:55,Finnair
AY342,EFJO,EFHK,DH8D,00:55,Finnair
AY369,EFHK,EFKU,DH8D,00:55,Finnair
AY372,EFKU,EFHK,DH8D,00:55,Finnair
AY4,KLAX,ESSA,"A333, A359",09:30,Finnair
AY41,EFHK,RKSI,"A333, A359",08:50,Finnair
AY42,RKSI,EFHK,"A333, A359",08:50,Finnair
AY43,EFHK,RKPK,"A333, A359",09:10,Finnair
AY431,EFHK,EFOU,"DH8D, E190, A321, A319 , A320, A333, A359",01:10,Finnair
AY432,EFOU,EFHK,"DH8D, E190, A321, A319 , A320, A333, A359",01:10,Finnair
AY44,RKPK,EFHK,"A333, A359",09:10,Finnair
AY485,EFHK,EFKS,"DH8D, E190, A321, A319 , A320",01:20,Finnair
AY486,EFKS,EFHK,"DH8D, E190, A321, A319 , A320",01:20,Finnair
AY531,EFHK,EFRO,"DH8D, E190, A321, A319 , A320",01:25,Finnair
AY532,EFRO,EFHK,"DH8D, E190, A321, A319 , A320",01:25,Finnair
AY541,EFRO,ENTC,DH8D,01:25,Finnair
AY542,ENTC,EFRO,DH8D,01:25,Finnair
AY559,EFIV,EFKT,"DH8D, E190, A321, A319 , A320",00:35,Finnair
AY560,EFKT,EFIV,"DH8D, E190, A321, A319 , A320",00:35,Finnair
AY565,EFHK,LGMT,"A319 , A320",03:15,Finnair
AY566,LGMT,EFHK,"A319 , A320",03:15,Finnair
AY59,EFHK,ZLXY,"A333, A359",08:05,Finnair
AY60,ZLXY,EFHK,"A333, A359",08:00,Finnair
AY601,EFHK,EFIV,"E190, A321, A319 , A320",01:45,Finnair
AY602,EFIV,EFHK,"E190, A321, A319 , A320",01:45,Finnair
AY611,EFIV,ENKR,E190,00:30,Finnair
AY612,ENKR,EFIV,E190,00:30,Finnair
AY633,EFHK,EFTU,DH8D,00:35,Finnair
AY634,EFTU,EFHK,DH8D,00:35,Finnair
AY637,EFHK,EFIV,"E190, A321, A319 , A320",01:45,Finnair
AY637,EFKT,EFHK,"E190, A321, A319 , A320",01:25,Finnair
AY637,EFIV,EFKT,"E190, A321, A319 , A320",00:35,Finnair
AY639,EFHK,EFIV,"E190, A321, A319 , A320",01:45,Finnair
AY639,EFKT,EFHK,"E190, A321, A319 , A320",01:25,Finnair
AY639,EFIV,EFKT,"E190, A321, A319 , A320",00:35,Finnair
AY649,EFMA,EFTU,DH8D,00:35,Finnair
AY65,EFHK,RJCC,"A333, A359",09:00,Finnair
AY650,EFTU,EFMA,DH8D,00:35,Finnair
AY657,EFKT,EGKK,A319 ,03:20,Finnair
AY658,EGKK,EFKT,A319 ,03:20,Finnair
AY659,EFIV,EGKK,A319 ,03:30,Finnair
AY66,RJCC,EFHK,"A333, A359",09:00,Finnair
AY660,EGKK,EFIV,A319 ,03:30,Finnair
AY6765,EFHK,HEMA,"A321, A319 , A320",05:10,Finnair
AY6766,HEMA,EFHK,"A321, A319 , A320",05:10,Finnair
AY7,EFHK,KMIA,"A333, A359",10:20,Finnair
AY725,EFHK,LGSR,"A321, A319 , A320, E190",03:30,Finnair
AY726,LGSR,EFHK,"A321, A319 , A320, E190",03:30,Finnair
AY73,EFHK,RJAA,"A333, A359",09:45,Finnair
AY731,EFHK,UACC,"A321, A319 , A320",04:00,Finnair
AY732,UACC,EFHK,"A321, A319 , A320",04:00,Finnair
AY74,RJAA,EFHK,"A333, A359",09:45,Finnair
AY75,EFHK,RJFF,"A333, A359",09:30,Finnair
AY76,RJFF,EFHK,"A333, A359",09:30,Finnair
AY7617,EFHK,LOWS,"A321, A319 , A320, E190",02:20,Finnair
AY7618,LOWS,EFHK,"A321, A319 , A320, E190",02:20,Finnair
AY77,EFHK,RJBB,"A333, A359",09:40,Finnair
AY78,RJBB,EFHK,"A333, A359",09:40,Finnair
AY79,EFHK,RJGG,"A333, A359",09:40,Finnair
AY8,KMIA,EFHK,"A333, A359",10:20,Finnair
AY80,RJGG,EFHK,"A333, A359",09:40,Finnair
AY801,EFHK,ESSA,"DH8D, E190, A321, A319 , A320",01:00,Finnair
AY802,ESSA,EFHK,"DH8D, E190, A321, A319 , A320",01:00,Finnair
AY81,EFHK,ZBAD,"A333, A359",08:00,Finnair
AY82,ZBAD,EFHK,"A333, A359",08:00,Finnair
AY821,ESSA,ENBR,"A321, A319 , A320, E190",01:30,Finnair
AY821,EFHK,ESSA,"A321, A319 , A320, E190",01:00,Finnair
AY822,ENBR,ESSA,"A321, A319 , A320, E190",01:30,Finnair
AY822,ESSA,EFHK,"A321, A319 , A320, E190",01:00,Finnair
AY839,EFHK,ESSB,DH8D,01:10,Finnair
AY840,ESSB,EFHK,DH8D,01:10,Finnair
AY85,EFHK,ZBAA,"A333, A359",08:00,Finnair
AY86,ZBAA,EFHK,"A333, A359",08:00,Finnair
AY861,EFHK,ESGG,"A321, A319 , A320, E190, DH8D",01:30,Finnair
AY862,ESGG,EFHK,"A321, A319 , A320, E190, DH8D",01:30,Finnair
AY87,EFHK,ZSPD,"A333, A359",09:15,Finnair
AY88,ZSPD,EFHK,"A333, A359",09:15,Finnair
AY881,EFHK,ESSV,DH8D,01:05,Finnair
AY882,ESSV,EFHK,DH8D,01:05,Finnair
AY8887,EFHK,EFSA,DH8D,00:50,Finnair
AY8888,EFSA,EFHK,DH8D,00:50,Finnair
"AY8903
",EFHK,LIEO,"A321, A319 , A320, E190",02:40,Finnair
AY8904,LIEO,EFHK,"A321, A319 , A320, E190",02:40,Finnair
AY8925,EFHK,EPRZ,"A321, A319 , A320, E190",02:10,Finnair
AY8926,EPRZ,EFHK,"A321, A319 , A320, E190",02:10,Finnair
AY9,EFHK,KORD,"A333, A359",09:00,Finnair
AY91,EFHK,ZUCK,"A333, A359",08:30,Finnair
AY911,EFHK,ENGM,"A321, A319 , A320, E190",01:35,Finnair
AY912,ENGM,EFHK,"A321, A319 , A320, E190",01:35,Finnair
AY92,ZUCK,EFHK,"A333, A359",08:30,Finnair
AY922,EFHK,LBWN,"A321, A319 , A320, E190",02:40,Finnair
AY923,LBWN,EFHK,"A321, A319 , A320, E190",02:40,Finnair
AY931,EFHK,ENBO,DH8D,01:50,Finnair
AY932,ENBO,EFHK,DH8D,01:50,Finnair
AY940,EFHK,ENBR,DH8D,01:45,Finnair
AY941,ENBR,EFHK,DH8D,01:45,Finnair
AY945,EFHK,ENTC,"DH8D, DH8D",01:45,Finnair
AY946,ENTC,EFHK,"DH8D, DH8D",01:45,Finnair
AY947,EFHK,ENVA,DH8D,02:25,Finnair
AY948,ENVA,EFHK,DH8D,02:25,Finnair
AY951,EFHK,EKCH,"A321, A319 , A320, E190, A333",01:25,Finnair
AY952,EKCH,EFHK,"A321, A319 , A320, E190, A333",01:25,Finnair
AY97,EFHK,ZGGG,"A333, A359",09:30,Finnair
AY98,ZGGG,EFHK,"A333, A359",09:30,Finnair
AY981,EFHK,EKBI,"A321, A319 , A320, E190",01:40,Finnair
AY982,EKBI,EFHK,"A321, A319 , A320, E190",01:40,Finnair
AY99,EFHK,VHHH,"A333, A359",09:50,Finnair
AY991,EFHK,BIKF,"A321, A319 , A320",03:20,Finnair
AY992,BIKF,EFHK,"A321, A319 , A320",03:20,Finnair
IB453,LEMD,LECO,"CRJX, A321",01:05,Iberia
IB929,LEMD,DAAG,A321,01:10,Iberia
IB1011,LEMD,LEAL,CRJX,00:55,Iberia
IB1033,LEMD,LEAM,CRJX,00:50,Iberia
IB1791,LEMD,EHAM,A321,02:00,Iberia
IB2326,LEMD,LESU,CRJX,01:05,Iberia
IB477,LEMD,LEAS,"CRJX, A321",00:50,Iberia
IB833,LEMD,LGAV,A321,03:05,Iberia
IB2332,LEMD,LEBZ,CRJX,00:45,Iberia
IB401,LEMD,LEBL,A321,00:55,Iberia
IB1451,LEMD,LIBD,A321,02:10,Iberia
IB3396,LEMD,ENBR,A321,03:00,Iberia
IB1801,LEMD,EDDB,A321,02:30,Iberia
IB433,LEMD,LEBB,"CRJX, A321",01:05,Iberia
IB151,LEMD,SKBO,A359,10:35,Iberia
IB1237,LEMD,LIPE,CRJX,01:45,Iberia
IB1199,LEMD,LFBD,CRJX,00:55,Iberia
IB347,LEMD,KBOS,A321,07:50,Iberia
IB597,LEMD,EBBR,A321,01:50,Iberia
IB869,LEMD,LHBP,A321,02:35,Iberia
IB101,LEMD,SAEZ,A359,12:20,Iberia
IB3304,LEMD,LIEE,A321,01:35,Iberia
IB1903,LEMD,HECA,A321,04:20,Iberia
IB191,LEMD,SVMI,"A333, B772 ",08:30,Iberia
IB1355,LEMD,GMMN,CRJX,01:50,Iberia
IB2318,LEMD,LECH,CRJX,00:40,Iberia
IB3274,LEMD,LICC,A321,02:10,Iberia
IB341,LEMD,KORD,A333,09:40,Iberia
IB1821,LEMD,EKCH,A321,02:45,Iberia
IB3354,LEMD,LGKR,A321,02:35,Iberia
IB919,LEMD,GOBD,A321,04:25,Iberia
IB363,LEMD,KDFW,A333,11:15,Iberia
IB391,LEMD,OTHH,A333,06:20,Iberia
IB1881,LEMD,EIDW,A321,02:55,Iberia
IB935,LEMD,LDDU,A321,02:25,Iberia
IB751,LEMD,EDDL,"CRJX, A321",02:00,Iberia
IB3690,LEMD,EGPH,A321,02:10,Iberia
IB8778,LEMD,LPFR,"CRJX, A321",01:05,Iberia
IB689,LEMD,LIRQ,"CRJX, A321",01:45,Iberia
IB765,LEMD,EDDF,"CRJX, A321",01:55,Iberia
IB1521,LEMD,GCFV,A321,02:45,Iberia
IB8672,LEMD,LPMA,CRJX,02:20,Iberia
IB613,LEMD,LSGG,"CRJX, A321",01:25,Iberia
IB1019,LEMD,LEGR,CRJX,01:10,Iberia
IB221,LEMD,MGGT,A333,11:20,Iberia
,MGGT,MSLP,A333,00:45,Iberia
IB131,LEMD,SEGU,A333,11:05,Iberia
IB773,LEMD,EDDH,A321,02:25,Iberia
IB5753,LEMD,DAUH,CRJX,01:55,Iberia
IB273,LEMD,MUHA,A333,10:35,Iberia
IB3786,LEMD,LGIR,A321,03:15,Iberia
IB1691,LEMD,LEIB,A321,00:50,Iberia
IB801,LEMD,LOWI,A321,02:10,Iberia
IB1089,LEMD,LEJR,"CRJX, A321",01:15,Iberia
IB1531,LEMD,GCLA,A321,02:45,Iberia
IB2222,LEMD,LERJ,CRJX,00:35,Iberia
IB1501,LEMD,GCRR,A321,02:25,Iberia
IB1601,LEMD,GCLP,A321,02:35,Iberia
IB123,LEMD,SPJC,A359,11:50,Iberia
IB529,LEMD,LPPT,"CRJX, A321",00:55,Iberia
IB8666,LEMD,LJLJ,CRJX,02:10,Iberia
IB1861,LEMD,EGKK,A321,02:00,Iberia
IB711,LEMD,EGLL,"A321, A333, A359",02:05,Iberia
IB351,LEMD,KLAX,"A333,  A359",12:35,Iberia
IB2874,LEMD,HELX,A321,04:50,Iberia
IB1179,LEMD,LFLL,CRJX,01:20,Iberia
IB1731,LEMD,LEMG,"CRJX, A321",00:55,Iberia
IB1891,LEMD,EGCC,A321,02:15,Iberia
IB1851,LEMD,GMMX,A321,01:30,Iberia
IB1169,LEMD,LFML,"CRJX, A321",01:10,Iberia
IB2020,LEMD,GEML,CRJX,01:30,Iberia
IB1039,LEMD,LEMH,A321,01:05,Iberia
IB303,LEMD,MMMX,A359,11:30,Iberia
IB333,LEMD,KMIA,A333,10:00,Iberia
IB663,LEMD,LIML,A321,01:40,Iberia
IB671,LEMD,LIMC,A321,01:35,Iberia
IB169,LEMD,SUMU,A333,12:30,Iberia
IB741,LEMD,EDDM,"CRJX, A321",02:00,Iberia
IB3332,LEMD,LGMK,A321,03:05,Iberia
IB1219,LEMD,LFRS,CRJX,01:05,Iberia
IB1831,LEMD,LIRN,A321,02:00,Iberia
IB211,LEMD,KJFK,"A333, A359",08:00,Iberia
IB1211,LEMD,LFMN,"CRJX, A321",01:20,Iberia
IB3080,LEMD,LIEO,A321,01:30,Iberia
IB953,LEMD,ENGM,A321,03:10,Iberia
IB3042,LEMD,LICJ,A321,01:55,Iberia
IB1651,LEMD,LEPA,A321,01:15,Iberia
IB1049,LEMD,LEPP,CRJX,00:55,Iberia
IB257,LEMD,MPTO,A333,10:45,Iberia
IB585,LEMD,LFPG,A321,01:30,Iberia
IB569,LEMD,LFPO,A321,01:25,Iberia
IB3366,LEMD,LPPD,A321,03:10,Iberia
IB543,LEMD,LPPR,"CRJX, A321",01:20,Iberia
IB807,LEMD,LKPR,A321,02:20,Iberia
IB137,LEMD,SEQM,A359,10:30,Iberia
IB1925,LEMD,BIKF,A321,03:45,Iberia
IB269,LEMD,SBGL,A333,10:30,Iberia
IB647,LEMD,LIRF,A321,01:50,Iberia
IB969,LEMD,EFRO,A321,04:20,Iberia
IB805,LEMD,LOWS,A321,02:15,Iberia
IB355,LEMD,KSFO,A333,12:30,Iberia
IB243,LEMD,MROC,"A333, A359",11:20,Iberia
IB379,LEMD,TJSJ,A333,08:30,Iberia
IB443,LEMD,LESO,A321,00:50,Iberia
IB1059,LEMD,LEXJ,"CRJX, A321",00:45,Iberia
IB113,LEMD,SCEL,A359,14:00,Iberia
IB517,LEMD,LEST,"CRJX, A321",01:10,Iberia
IB265,LEMD,MDSD,A333,09:00,Iberia
IB3324,LEMD,LGSR,A321,03:10,Iberia
IB263,LEMD,SBGR,"A333, A359",10:30,Iberia
IB1751,LEMD,LEZL,A321,01:10,Iberia
IB3276,LEMD,LDSP,A321,02:15,Iberia
IB823,LEMD,ESSA,A321,03:25,Iberia
IB2240,LEMD,LFST,CRJX,01:50,Iberia
IB1361,LEMD,GMTT,CRJX,01:20,Iberia
IB1561,LEMD,GCXO ,A321,02:40,Iberia
IB1545,LEMD,GCTS,A321,02:45,Iberia
IB2878,LEMD,LATI,A321,02:25,Iberia
IB281,LEMD,RJAA,A359,13:35,Iberia
IB975,LEMD,LFBO,"CRJX, A321",01:00,Iberia
IB2940,LEMD,LIPQ,A321,02:25,Iberia
IB961,LEMD,ENTC,A321,04:15,Iberia
IB1247,LEMD,LIMF,CRJX,01:30,Iberia
IB1079,LEMD,LEVC,CRJX,01:00,Iberia
IB677,LEMD,LIPZ,"CRJX, A321",01:55,Iberia
IB791,LEMD,LOWW,A321,02:25,Iberia
IB465,LEMD,LEVX,"CRJX, A321",01:15,Iberia
IB361,LEMD,KIAD,A333,09:05,Iberia
IB3158,LEMD,LDZA,A321,02:10,Iberia
IB627,LEMD,LSZH,A321,01:40,Iberia
IB454,LECO,LEMD,"CRJX, A321",01:05,Iberia
IB930,DAAG,LEMD,A321,01:10,Iberia
IB1012,LEAL,LEMD,CRJX,00:55,Iberia
IB1032,LEAM,LEMD,CRJX,00:50,Iberia
IB1792,EHAM,LEMD,A321,02:00,Iberia
IB2327,LESU,LEMD,CRJX,01:05,Iberia
IB478,LEAS,LEMD,"CRJX, A321",00:50,Iberia
IB834,LGAV,LEMD,A321,03:05,Iberia
IB2333,LEBZ,LEMD,CRJX,00:45,Iberia
IB402,LEBL,LEMD,A321,00:55,Iberia
IB1452,LIBD,LEMD,A321,02:10,Iberia
IB3397,ENBR,LEMD,A321,03:00,Iberia
IB1802,EDDB,LEMD,A321,02:30,Iberia
IB430,LEBB,LEMD,"CRJX, A321",01:05,Iberia
IB152,SKBO,LEMD,A359,10:35,Iberia
IB1238,LIPE,LEMD,CRJX,01:45,Iberia
IB1200,LFBD,LEMD,CRJX,00:55,Iberia
IB348,KBOS,LEMD,A321,07:50,Iberia
IB598,EBBR,LEMD,A321,01:50,Iberia
IB870,LHBP,LEMD,A321,02:35,Iberia
IB102,SAEZ,LEMD,A359,12:20,Iberia
IB3309,LIEE,LEMD,A321,01:35,Iberia
IB1904,HECA,LEMD,A321,04:20,Iberia
IB192,SVMI,LEMD,"A333, B772 ",08:30,Iberia
IB900,GMMN,LEMD,CRJX,01:50,Iberia
IB2319,LECH,LEMD,CRJX,00:40,Iberia
IB3275,LICC,LEMD,A321,02:10,Iberia
IB342,KORD,LEMD,A333,09:40,Iberia
IB1822,EKCH,LEMD,A321,02:45,Iberia
IB3355,LGKR,LEMD,A321,02:35,Iberia
IB920,GOBD,LEMD,A321,04:25,Iberia
IB364,KDFW,LEMD,A333,09:35,Iberia
IB392,OTHH,LEMD,A333,07:10,Iberia
IB1882,EIDW,LEMD,A321,02:55,Iberia
IB936,LDDU,LEMD,A321,02:25,Iberia
IB752,EDDL,LEMD,"CRJX, A321",02:00,Iberia
IB3691,EGPH,LEMD,A321,02:10,Iberia
IB222,MSLP,LEMD,A333,12:00,Iberia
IB8779,LPFR,LEMD,"CRJX, A321",01:05,Iberia
IB690,LIRQ,LEMD,"CRJX, A321",01:45,Iberia
IB766,EDDF,LEMD,"CRJX, A321",01:55,Iberia
IB1522,GCFV,LEMD,A321,02:35,Iberia
IB8673,LPMA,LEMD,CRJX,02:20,Iberia
IB614,LSGG,LEMD,"CRJX, A321",01:25,Iberia
IB1020,LEGR,LEMD,CRJX,01:10,Iberia
IB132,SEGU,LEMD,A333,10:20,Iberia
IB774,EDDH,LEMD,A321,02:25,Iberia
IB5754,DAUH,LEMD,CRJX,01:55,Iberia
IB274,MUHA,LEMD,A333,10:35,Iberia
IB3787,LGIR,LEMD,A321,03:15,Iberia
IB1692,LEIB,LEMD,A321,00:50,Iberia
IB802,LOWI,LEMD,A321,02:15,Iberia
IB1090,LEJR,LEMD,"CRJX, A321",01:15,Iberia
IB1532,GCLA,LEMD,A321,02:35,Iberia
IB2221,LERJ,LEMD,CRJX,00:35,Iberia
IB1502,GCRR,LEMD,A321,02:10,Iberia
IB1602,GCLP,LEMD,A321,02:25,Iberia
,SUMU,GCLP,A333,09:35,Iberia
IB124,SPJC,LEMD,A359,11:50,Iberia
IB530,LPPT,LEMD,"CRJX, A321",00:55,Iberia
IB8667,LJLJ,LEMD,CRJX,02:10,Iberia
IB1862,EGKK,LEMD,A321,02:00,Iberia
IB712,EGLL,LEMD,"A321, A333, A359",02:05,Iberia
IB352,KLAX,LEMD,"A333, A359",12:35,Iberia
IB2875,HELX,LEMD,A321,04:50,Iberia
IB1180,LFLL,LEMD,CRJX,01:20,Iberia
IB1732,LEMG,LEMD,"CRJX, A321",00:55,Iberia
IB1892,EGCC,LEMD,A321,02:15,Iberia
IB1852,GMMX,LEMD,A321,01:30,Iberia
IB1170,LFML,LEMD,"CRJX, A321",01:10,Iberia
IB2021,GEML,LEMD,CRJX,01:30,Iberia
IB1040,LEMH,LEMD,A321,01:05,Iberia
IB304,MMMX,LEMD,A359,11:30,Iberia
IB334,KMIA,LEMD,A333,10:00,Iberia
IB664,LIML,LEMD,A321,01:40,Iberia
IB672,LIMC,LEMD,A321,01:35,Iberia
IB170,SUMU,LEMD,A333,12:30,Iberia
IB742,EDDM,LEMD,"CRJX, A321",02:00,Iberia
IB3333,LGMK,LEMD,A321,03:05,Iberia
IB1220,LFRS,LEMD,CRJX,01:05,Iberia
IB1832,LIRN,LEMD,A321,02:00,Iberia
IB212,KJFK,LEMD,"A333, A359",08:00,Iberia
IB1212,LEMD,LEMD,"CRJX, A321",01:20,Iberia
IB3081,LIEO,LEMD,A321,01:30,Iberia
IB954,ENGM,LEMD,A321,03:10,Iberia
IB3043,LICJ,LEMD,A321,01:55,Iberia
IB1652,LEPA,LEMD,A321,01:15,Iberia
IB1050,LEPP,LEMD,CRJX,00:55,Iberia
IB258,MPTO,LEMD,A333,10:45,Iberia
IB586,LFPG,LEMD,A321,01:30,Iberia
IB570,LFPO,LEMD,A321,01:25,Iberia
IB3367,LPPD,LEMD,A321,03:10,Iberia
IB544,LPPR,LEMD,"CRJX, A321",01:20,Iberia
IB808,LKPR,LEMD,A321,02:20,Iberia
IB138,SEQM,LEMD,A359,09:50,Iberia
IB1926,BIKF,LEMD,A321,03:45,Iberia
IB270,SBGL,LEMD,A333,10:30,Iberia
IB648,LIRF,LEMD,A321,01:50,Iberia
IB970,EFRO,LEMD,A321,04:20,Iberia
IB806,LOWS,LEMD,A321,02:15,Iberia
IB356,KSFO,LEMD,A333,12:30,Iberia
IB244,MROC,LEMD,"A333, A359",11:20,Iberia
IB380,TJSJ,LEMD,A333,08:30,Iberia
IB444,LESO,LEMD,A321,00:50,Iberia
IB1060,LEXJ,LEMD,"CRJX, A321",00:45,Iberia
IB114,SCEL,LEMD,A359,14:00,Iberia
IB518,LEST,LEMD,"CRJX, A321",01:15,Iberia
IB266,MDSD,LEMD,A333,09:00,Iberia
IB3325,LGSR,LEMD,A321,03:10,Iberia
IB268,SBGR,LEMD,"A333, A359",10:30,Iberia
IB1752,LEZL,LEMD,A321,01:05,Iberia
IB3277,LDSP,LEMD,A321,02:15,Iberia
IB824,ESSA,LEMD,A321,03:25,Iberia
IB2241,LFST,LEMD,CRJX,01:50,Iberia
IB1362,GMTT,LEMD,CRJX,01:20,Iberia
IB1562,GCXO,LEMD,A321,02:25,Iberia
